"funcao","kind","language","return_type","complexidade"
"ns.api_empresaalterarmontacondicao(a_empresa text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_empresaatualizar(a_objeto ns.tempresaatualizar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_empresaatualizarinativa(a_objeto ns.tempresaatualizarinativa)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_empresacodigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_empresainativarempresa(a_objeto ns.tempresainativarempresa)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_empresainserir(a_objeto ns.tempresainserir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_empresanovo(a_objeto ns.tempresanovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_empresaretornavalorguid(a_empresa text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_empresatipoidentificacao(a_identificacao text)","FUNCTION","plpgsql","int4","Baixa"
"ns.api_endereco(a_objeto ns.tendereco)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_enderecoalterar(a_objeto ns.tenderecoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_enderecoalterar_v2(a_objeto ns.tenderecoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_enderecoalterar_v3(a_objeto ns.tenderecoalterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_enderecoalterarmontacampos(a_objeto ns.tendereco)","FUNCTION","plpgsql","text","Baixa"
"ns.api_enderecoalterarmontacondicao(a_objeto ns.tendereco)","FUNCTION","plpgsql","text","Baixa"
"ns.api_enderecoentregaalterar(a_objeto ns.tenderecoentregaalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_enderecoexcluir_v2(a_objeto ns.tenderecoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_endereconovo(a_objeto ns.tendereconovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_endereconovo_v2(a_objeto ns.tendereconovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_endereconovo_v3(a_objeto ns.tendereconovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_entidadecnpj(a_entidade text)","FUNCTION","plpgsql","bool","Baixa"
"ns.api_entidadecpf(a_entidade text)","FUNCTION","plpgsql","bool","Baixa"
"ns.api_entidadeguid(a_entidade text)","FUNCTION","plpgsql","bool","Baixa"
"ns.api_estabelecimentoalterardadosendereco(a_objeto ns.testabelecimentoalterardadosendereco)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoalterardadosenderecosmontacampos(a_objeto ns.testabelecimentoalterardadosendereco)","FUNCTION","plpgsql","text","Baixa"
"ns.api_estabelecimentoalterardadosfolha(a_objeto ns.testabelecimentoalterardadosfolha)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoalterardadosfolhamontacampos(a_objeto ns.testabelecimentoalterardadosfolha)","FUNCTION","plpgsql","text","Baixa"
"ns.api_estabelecimentoalterardadosgerais(a_objeto ns.testabelecimentoalterardadosgerais)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoalterardadosgeraismontacampos(a_objeto ns.testabelecimentoalterardadosgerais)","FUNCTION","plpgsql","text","Baixa"
"ns.api_estabelecimentoalterarmontacondicao(a_estabelecimento text, a_empresa text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_estabelecimentoatualizar(a_objeto ns.testabelecimentoatualizar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentocodigocadastrado(a_estabelecimentoprocurado text, a_empresaprocurada text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_estabelecimentodeletar(a_objeto ns.testabelecimentodeletar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoexcluir(a_objeto ns.testabelecimentoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoexcluir_v2(a_objeto ns.testabelecimentoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoinserir(a_objeto ns.testabelecimentoinserir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentonovo(a_objeto ns.testabelecimentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_estabelecimentoretornavalorguid(a_estabelecimento text, a_empresa text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_followupatendimentonovo(a_objeto ns.tfollowupatendimentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupatendimentonovo_semhistorico(a_objeto ns.tfollowupatendimentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupatendimentonovo_v2(a_objeto ns.tfollowupatendimentonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupatendimentonovo_v3(a_objeto ns.tfollowupatendimentonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupclientenovo(a_objeto ns.tfollowupclientenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupclientenovo_v2(a_objeto ns.tfollowupclientenovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupnegocionovo(a_objeto ns.tfollowupnegocionovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupnegocionovo_v2(a_objeto ns.tfollowupnegocionovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupnegocionovo_v3(a_objeto ns.tfollowupnegocionovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_followupslido(a_objeto ns.tfollowupslido)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoradvertir(a_objeto ns.tfornecedoradvertir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoradvertir_v2(a_objeto ns.tfornecedoradvertir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoradvertir_v3(a_objeto ns.tfornecedoradvertir_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoralterar(a_objeto ns.tfornecedoralterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoralterar_v2(a_objeto ns.tfornecedoralterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoralterar_v3(a_objeto ns.tfornecedoralterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoralterar_v4(a_objeto ns.tfornecedoralterar_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoralterar_v6(a_objeto ns.tfornecedoralterar_v6)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoranexoexcluir(a_objeto ns.tfornecedoranexoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedoranexonovo(a_objeto ns.tfornecedoranexonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentoexcluir(a_objeto ns.tfornecedordocumentoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentoexcluir_v2(a_objeto ns.tfornecedordocumentoexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentonovo(a_objeto ns.tfornecedordocumentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentonovo_v2(a_objeto ns.tfornecedordocumentonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentonovo_v3(a_objeto ns.tfornecedordocumentonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedordocumentonovo_v4(a_objeto ns.tfornecedordocumentonovo_v4)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorexcluir(a_objeto ns.tfornecedorexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorreativar(a_objeto ns.tfornecedorreativar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorreativar_v2(a_objeto ns.tfornecedorreativar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorreativar_v3(a_objeto ns.tfornecedorreativar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorsuspender(a_objeto ns.tfornecedorsuspender)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_fornecedorsuspender_v2(a_objeto ns.tfornecedorsuspender_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupodeusuarioalterar(a_objeto ns.tgrupodeusuarioalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupodeusuarioalterarmontacampos(a_objeto ns.tgrupodeusuarioalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_grupodeusuarioalterarmontacondicao(a_grupo text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_grupodeusuarioexcluir(a_objeto ns.tgrupodeusuarioexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupodeusuarionovo(a_objeto ns.tgrupodeusuarionovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupoempresarialalterar(a_objeto ns.tgrupoempresarialalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupoempresarialalterarmontacampos(a_objeto ns.tgrupoempresarialalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_grupoempresarialalterarmontacondicao(a_grupo text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_grupoempresarialcodigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_grupoempresarialexcluir(a_objeto ns.tgrupoempresarialexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupoempresarialnovo(a_objeto ns.tgrupoempresarialnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_grupoempresarialretornavalorguid(a_grupo text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_limpaultimocaracter(a_texto text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_localdeusoalterar(a_objeto ns.tlocaldeusoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_localdeusoexcluir(a_objeto ns.tlocaldeusoexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_localdeusonovo(a_objeto ns.tlocaldeusonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_locate_bandeiracartao(a_bandeiracartao text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_cargo(a_cargo text, a_empresa text, a_grupoempresarial text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_categoriadeprodutos(a_text character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_centrocustofinanceiro(a_centrocusto text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_centrocustofinanceiro_v2(a_centrocusto text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_classificacaofinanceira(a_classificacaofinanceira text, a_entidadeempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_classificacaofinanceira_v2(a_classificacaofinanceira text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_cliente(a_cliente text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_contaemprestimo(a_conta text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_contafinanceira(a_conta text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_contafinanceira_v2(a_conta text, a_estabelecimento text, a_empresa text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_contafinanceira_v3(a_conta text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_contrato(a_contrato text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_documento(a_estabelecimento text, a_modelo text[], a_serie text, a_documento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_empresa(a_empresa text, a_grupoempresarial text, a_geraexceptionnaoencontrado boolean)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_empresa(a_empresa text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_endereco(a_pessoa text, a_tipo integer)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_estabelecimento(a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_estabelecimento_v2(a_estabelecimento text, a_empresa text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_fatura(a_fatura text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_figuratributaria(a_text character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_formapagamento(a_formapagamento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_funcao(a_funcao text, a_grupoempresarial text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_funcaodetalhe(a_funcaodetalhe text, a_funcao text, a_grupoempresarial text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_grupo_de_usuario(a_grupo_de_usuario text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_grupodeusuarioacesso(a_grupodeusuario text, a_registro text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_grupoempresarial(a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_grupoempresarial(a_grupoempresarial text, a_geraexceptionnaoencontrado boolean)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_item(a_item text, a_grupoempresarial text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_meioeletronicocartao(a_meioeletronicocartao text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_municipio(a_text character varying)","FUNCTION","plpgsql","varchar","Baixa"
"ns.api_locate_ncm(a_text character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_operadoracartao(a_operadoracartao text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_pais(a_text character varying)","FUNCTION","plpgsql","varchar","Baixa"
"ns.api_locate_participante(a_participante text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_participante_v2(a_participante text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_perfil_de_usuario(a_perfil_de_usuario text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_projetofinanceiro(a_projeto text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_projetofinanceiro_v2(a_projeto text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_rubrica(a_rubrica text, a_grupoempresarial text, a_empresa text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_serierps(a_serie text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_servico(a_servico text, a_estabelecimento text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_servicotecnico(a_servicotecnico text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_tipologradouro(a_text character varying)","FUNCTION","plpgsql","varchar","Baixa"
"ns.api_locate_trabalhador(a_trabalhador text, a_empresa text, a_grupoempresarial text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_unidade(a_unidade text, a_geraexceptionnaoencontrado boolean DEFAULT false)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_usuario(a_usuario text, a_geraexceptionnaoencontrado boolean)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_locate_usuario(a_usuario text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_montacampoboolean(a_nomecampo text, a_conteudo boolean, a_substring text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_montacampodata(a_nomecampo text, a_conteudo date, a_substring text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_montacampoguid(a_nomecampo text, a_conteudo uuid, a_substring text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_montacamponumero(a_nomecampo text, a_conteudo numeric, a_substring text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_montacampotexto(a_nomecampo text, a_conteudo text, a_substring text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_montamensagem(a_codigo text, a_mensagem text)","FUNCTION","plpgsql","json","Baixa"
"ns.api_montamensagemerro(a_mensagem text)","FUNCTION","plpgsql","json","Baixa"
"ns.api_montamensagemok(a_mensagem text)","FUNCTION","plpgsql","json","Baixa"
"ns.api_montamensagemokboolean(a_mensagem boolean)","FUNCTION","plpgsql","json","Baixa"
"ns.api_ordemcnpj(a_cnpj text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_pessoa_codigocadastrado(a_procurado text, a_cadastro integer, a_entidadescompartilhadoras ns.tentidadecompartilhadora[], OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_pessoaexcluir(a_objeto ns.tpessoaexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_pessoatipoatividadeexcluir(a_objeto ns.tpessoatipoatividadeexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_pessoatipoatividadeexcluir_v2(a_objeto ns.tpessoatipoatividadeexcluir_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_pessoatipoatividadenovo(a_objeto ns.tpessoatipoatividadenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_pessoatipoatividadenovo_v2(a_objeto ns.tpessoatipoatividadenovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_prioridadealterar(a_objeto ns.tprioridadealterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_prioridadeexcluir(a_objeto ns.tprioridadeexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_prioridadenovo(a_objeto ns.tprioridadenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_raizcnpj(a_cnpj text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_restricoespessoa(_cnpj character varying)","FUNCTION","plpgsql","varchar","Baixa"
"ns.api_retornaguid(a_id uuid)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_seriealterar(a_objeto ns.tseriealterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_serieexcluir(a_objeto ns.tserieexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_serienovo(a_objeto ns.tserienovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_socioalalterarmontacampos(a_objeto ns.tsociosalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_socioalterarmontacondicao(a_objeto ns.tsociosalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_sociocodigocadastrado(a_procurado character varying, a_empresa text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_socioindicadorqualificacaoparse(a_indicadorqualificacao text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_socioparticipacaoalalterarmontacampos(a_objeto ns.tsociosparticipacoesalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_socioparticipacaoalterarmontacondicao(a_objeto ns.tsociosparticipacoesalterar)","FUNCTION","plpgsql","text","Baixa"
"ns.api_socioqualificacaoparse(a_qualificacao text)","FUNCTION","plpgsql","text","Baixa"
"ns.api_socioretornavalorguid(a_socio text, a_empresa text)","FUNCTION","plpgsql","uuid","Baixa"
"ns.api_sociosalterar(a_objeto ns.tsociosalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociosexcluir(a_objeto ns.tsociosexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociosnovo(a_objeto ns.tsociosnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociosparticipacoesalterar(a_objeto ns.tsociosparticipacoesalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociosparticipacoesexcluir(a_objeto ns.tsociosparticipacoesexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociosparticipacoesnovo(a_objeto ns.tsociosparticipacoesnovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_sociotipoidentificacao(a_identificacao text)","FUNCTION","plpgsql","int4","Baixa"
"ns.api_solicitacaoalteracaoendereconovo(a_objeto ns.tsolicitacaoalteracaoendereconovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_telefonealterar(a_objeto ns.ttelefonealterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_telefonealterar_v2(a_objeto ns.ttelefonealterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_telefoneexcluir(a_objeto ns.ttelefoneexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_telefonenovo(a_objeto ns.ttelefonenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_telefonenovo_v2(a_objeto ns.ttelefonenovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_alterar(a_objeto ns.ttenant_documento_alterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_excluir(a_objeto ns.ttenant_documento_excluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_novo(a_objeto ns.ttenant_documento_novo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_template_alterar(a_objeto ns.ttenant_documento_template_alterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_template_excluir(a_objeto ns.ttenant_documento_template_excluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_documento_template_novo(a_objeto ns.ttenant_documento_template_novo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tenant_remover(_tenant bigint)","FUNCTION","plpgsql","void","Baixa"
"ns.api_tipoatividade_nomecadastrado(a_procurado text, a_tenant bigint, a_id uuid, a_alteracao boolean, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_tipoatividadealterar(a_objeto ns.ttipoatividadealterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipoatividadealterar_v2(a_objeto ns.ttipoatividadealterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipoatividadealterar_v3(a_objeto ns.ttipoatividadealterar_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipoatividadenovo(a_objeto ns.ttipoatividadenovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipoatividadenovo_v2(a_objeto ns.ttipoatividadenovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipoatividadenovo_v3(a_objeto ns.ttipoatividadenovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipodocumento_nomecadastrado(a_procurado text, a_tenant bigint, a_id uuid, a_alteracao boolean, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_tipodocumentoalterar(a_objeto ns.ttipodocumentoalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipodocumentoalterar_v2(a_objeto ns.ttipodocumentoalterar_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipodocumentonovo(a_objeto ns.ttipodocumentonovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipodocumentonovo_v2(a_objeto ns.ttipodocumentonovo_v2)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tipodocumentonovo_v3(a_objeto ns.ttipodocumentonovo_v3)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_tiposervico_codigocadastrado(a_procurado text, OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_unidades_codigocadastrado_v3(a_tenant bigint, a_procurado text, a_entidadescompartilhadoras ns.tentidadecompartilhadora[], OUT a_encontrado boolean, OUT a_mensagem json)","FUNCTION","plpgsql","record","Baixa"
"ns.api_usuarioalterar(a_objeto ns.tusuarioalterar)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_usuarioexcluir(a_objeto ns.tusuarioexcluir)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_usuarionovo(a_objeto ns.tusuarionovo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_validarcnpj(a_objeto ns.tvalidarcnpj)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_validarcodigo(a_objeto ns.tvalidarcodigo)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.api_validarrazaosocial(a_objeto ns.tvalidarrazaosocial)","FUNCTION","plpgsql","trecibo","Baixa"
"ns.aprovar_solicitacao(_solicitacao uuid, solicitante character varying, comentario text, _filadestino uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.aprovar_solicitacao(_solicitacao uuid, solicitante character varying, comentario text, _filadestino uuid, _usuariodestino character varying)","FUNCTION","plpgsql","void","Baixa"
"ns.arquivar_rastro()","FUNCTION","plpgsql","void","Baixa"
"ns.atualiza_fts_email()","FUNCTION","plpgsql","trigger","Baixa"
"ns.atualiza_fts_telefone()","FUNCTION","plpgsql","trigger","Baixa"
"ns.atualiza_lastupdate()","FUNCTION","plpgsql","trigger","Baixa"
"ns.atualizaprocessopai()","FUNCTION","plpgsql","trigger","Baixa"
"ns.atualizar_id_conjuntos()","FUNCTION","plpgsql","void","Baixa"
"ns.atualizarearchftspessoas(_id uuid, _tenant bigint)","FUNCTION","plpgsql","void","Baixa"
"ns.calcularnumero_df_docfis(a_id_docfis uuid)","FUNCTION","plpgsql","int8","Baixa"
"ns.call_extract_value_xml(a_xml xml, a_dir text, a_tag text, a_format_currency boolean DEFAULT false, a_format_date boolean DEFAULT false)","FUNCTION","plpgsql","text","Baixa"
"ns.cest_returns_in_ncm_hierarchy(a_ncm character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.concorrencia_acesso()","FUNCTION","plpgsql","trigger","Baixa"
"ns.configuracoes_save(a_ccampo integer, a_txtvalor text, a_slgrupo smallint, a_slsessao smallint, a_slcamadasistema smallint, a_strmaquina character, a_slaplicacao smallint, a_cano integer, a_gdconfiguracao uuid, a_gdempresa uuid, a_gdestabelecimento uuid, a_gdusuario uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.conjuntos_inserirvinculo(a_cadastro integer, a_estabelecimento uuid, a_registro uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.converter_socios(a_empresa uuid)","FUNCTION","plpgsql","void","Baixa"
"ns.cria_atualiza_template_documentofop(a_entidade character varying, a_codigodocumento character varying, a_nomedocumento character varying, a_arquivoxsl character varying, a_sistema_id bigint DEFAULT 0)","FUNCTION","plpgsql","void","Baixa"
"ns.cria_configuracoes_demo(_tenant bigint)","FUNCTION","plpgsql","void","Baixa"
"ns.cria_empresa_demo(_tenant bigint, _codigo character varying, _razaosocial character varying, _departamento_nome character varying, _cargo_nome character varying)","FUNCTION","plpgsql","uuid","Baixa"
"ns.cria_permissao_sistema_perfil_usuario()","FUNCTION","plpgsql","trigger","Baixa"
"ns.cria_tenant(_tenant bigint, _codigo character varying)","FUNCTION","plpgsql","void","Baixa"
